Model,Feature_Selection,Dimensionality_Reduction_Technique,CV MSE Mean,CV MSE SD,CV MAE Mean,CV MAE SD,Final MSE,Final MAE
LR,None,None,299.9512750928498,229.41718597983686,11.321342784975261,2.798580323307629,699.5900833027159,16.889722192735235
LR,ANOVA1,None,394.4353053775999,258.987519796034,14.566153434366779,2.8583381270909562,901.124414535847,19.69886531639081
LR,ANOVA2,None,292.3156273706736,231.37866808043955,10.971023931422652,2.5781828442968684,699.9601544866234,17.01018896540877
LR,ANOVA3,None,294.04674714194425,231.2025734645553,11.051007199603367,2.5972904320500456,702.44386189005,17.0429774939984
LR,CHISQ1,None,394.4353053775999,258.987519796034,14.566153434366779,2.8583381270909562,901.124414535847,19.69886531639081
LR,CHISQ2,None,292.3156273706736,231.37866808043955,10.971023931422652,2.5781828442968684,699.9601544866234,17.01018896540877
LR,CHISQ3,None,292.6008903257161,233.80933760652547,11.019024140982069,2.903385665438889,699.8381195816121,16.894197644562976
LR,MIT1,None,394.4353053775999,258.987519796034,14.566153434366779,2.8583381270909562,901.124414535847,19.69886531639081
LR,MIT2,None,292.3156273706736,231.37866808043955,10.971023931422652,2.5781828442968684,699.9601544866234,17.01018896540877
LR,MIT3,None,292.6008903257161,233.80933760652547,11.019024140982069,2.903385665438889,699.8381195816121,16.894197644562976
LR,PCR1,None,394.4353053775999,258.987519796034,14.566153434366779,2.8583381270909562,901.124414535847,19.69886531639081
LR,PCR2,None,391.63022797916125,256.40488293454234,14.334109587432877,2.84601113795849,891.6070287266729,19.398956018150823
LR,PCR3,None,554.6489354863793,378.33999122499796,15.955324890611697,4.087839973141265,873.0115090592057,19.468072455900952
LR,RFE1,None,549.4339545519936,334.7241928804126,17.268041627846845,5.339128435306253,901.124414535847,19.69886531639081
LR,RFE2,None,292.3156273706736,231.37866808043955,10.971023931422652,2.5781828442968684,699.9601544866234,17.01018896540877
LR,RFE3,None,292.6008903257161,233.80933760652547,11.019024140982069,2.903385665438889,699.8381195816121,16.894197644562976
LR,None,DL1,63461.42183981048,56799.199378671095,148.3519818920957,109.15894370611034,162444.4090943132,282.6972292896207
LR,None,DL2,66073.31735582788,57108.838439211104,146.54327201725542,94.73274153514664,164713.75246844048,245.54647133275589
LR,None,DL3,71886.25844740428,50558.777595972926,172.59611801679785,69.17477368877195,164970.1510166973,240.59697453853596
LR,None,FA1,1920.540604238609,2429.135130355347,25.43617230927406,8.499124039000193,676.7466891828564,21.294700316440455
LR,None,FA2,1425.0284874703764,1782.204212752878,23.142036875248078,7.390980710542881,520.2954456218868,17.810269617062424
LR,None,FA3,596.4537207465022,564.377503271539,13.357901901321856,3.5722892063283,646.1265967654383,16.97296007013622
LR,None,ICA1,520.6255107774159,328.2768255585901,15.806472039677695,3.4858089782272725,871.4142359686971,19.332243437869884
LR,None,ICA2,443.761032842311,324.76338763752307,12.987213756359989,4.467376569867751,698.8126374541681,16.79063291350381
LR,None,ICA3,416.50427655575004,277.50342828470855,11.968304382440873,3.078779428244742,696.7710117989916,16.793030129800027
LR,None,IPCA1,541.4242790330179,352.3921259372383,16.01324632366167,3.6734015641223343,866.7258487082617,19.48523543934979
LR,None,IPCA2,352.6423275050696,241.5992190332726,12.433806295592998,3.3037503796961807,804.9618986049475,17.594628802629767
LR,None,IPCA3,441.29707054699827,310.18483643605924,12.102292636225313,3.1908894558825156,696.6215338941007,16.7882289702714
LR,None,KPCA1-2,743.0697572227267,693.8167559239108,16.899190039169866,4.774646592747713,893.7328645141534,19.67850253151049
LR,None,KPCA2-2,515.2952723329158,431.2363528608701,13.489003326387422,5.002485334300628,714.9529498825889,16.799190610232138
LR,None,KPCA3-2,646.2626585521897,654.3327875999697,13.024078620541312,4.166141596153275,715.1318422557159,16.799196710089788
LR,None,KPCA1-3,1272.059595740852,1706.884951115493,18.500734450607233,7.2172631132223,916.4681305235886,20.022925662341137
LR,None,KPCA2-3,648.1889041561191,659.1836480803804,14.13529070233741,5.69819991274962,732.7448353250112,16.905762544069926
LR,None,KPCA3-3,1193.8500466928158,1709.23510406746,14.691783997002833,6.582687143753918,736.2374779710098,16.930831718041173
LR,None,KPCA1-4,2562.596804200268,4258.041030457976,20.92799842404931,11.42996664638846,939.5789713902225,20.359667988277984
LR,None,KPCA2-4,991.3227180192141,1306.9237286167167,15.318552251816232,7.249332321999086,752.6937329749361,17.022033882898118
LR,None,KPCA3-4,2493.513862582529,4280.893502058441,17.314867066539684,10.897655785622941,760.2608655941451,17.082372931989003
LR,None,KPCA1-5,5788.8699411119915,10686.155005334775,24.708787414096687,18.43211278564767,963.0208640034909,20.688927489303524
LR,None,KPCA2-5,1874.1938890200715,3038.79222735729,17.325484380872023,10.351940968155272,775.3773845994214,17.32816982488195
LR,None,KPCA3-5,5582.887871419413,10434.447535195777,21.199768742507736,17.780677157638298,787.2046802201402,17.322839984708825
LR,None,KPCA1-6,14046.927171648163,27179.638211139714,30.728240075922862,29.964697184110822,986.7436486799845,21.01094180615858
LR,None,KPCA2-6,4120.554084550627,7500.219040872286,20.544057312648405,15.859838278136436,801.1795710611011,17.79723428060513
LR,None,KPCA3-6,12951.836724439809,25146.279112255274,26.989236610444863,28.50318573526385,816.8740723240397,17.78925441371879
LR,None,KPCA1-R,368.35596926493946,254.1371444375926,14.158638660391322,2.7595457995307253,876.3643950695847,19.234251512480505
LR,None,KPCA2-R,302.0727583960173,218.98770829290373,11.555735055340552,2.857858348172383,696.6142600091354,16.867853202947302
